,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
6145,NdHDqKjNyeocNRShjUPyZQ,0,2013-08-09,0,-uC3lfXwPXQpOEIoAoUfdQ,5,Great service! Friendly people and I absolutely LOVED my nail design. I am definitely coming back! Jimmychu and Dil did my nails and I would recommend them to anyone!,review,0,QisYrKTqtuPMkIV7TxkFMQ
6146,NdHDqKjNyeocNRShjUPyZQ,0,2013-08-09,0,7P1JN0QKfJ3QwDyp5NQiIw,5,"This place is unbelievably fantastic. Lyna did my manicure and Jimmy did my ""gel glitter fade"" and they were so SO good. My nails have seriously never looked better. You HAVE to go here. Have Jimmy do a killer design. He is very talented. I even had some yummy wine... Thank you both so much!",review,0,QONK8nom0EFSxHEzEMpYQA
6147,NdHDqKjNyeocNRShjUPyZQ,0,2014-02-04,0,clHQt2QaQr00BJWM-KPprA,5,"I took my sisters and some other girls here for my sisters unofficial last girls day/night out before she tied the knot. We took a Tru Limo Lincoln Navigator out so we could sip on some drinks through our day, and Cali nails let us continue the party during our mani-pedis! It was awesome! When I was initially looking for a nail salon every place that wasn't a fancy $$$ spa turned me down because they couldn't accommodate all of us, but Cali took care of us! As soon as we came in we all took our chairs and soaked our feet in a nice warm bath. They have a large selection of shellac gel polish and regular ones too! Everyone found one they liked immediately.  My sister went with the french tip for her wedding and it looked great! They had everyone's pedicures going and transitioned to manicures reasonably fast. We all had the massage chairs going while chatting it up. The staff was all nice, it was a bit out of the ordinary for some of the techs to be men in their 20's or early 30's who spoke perfect English, but they do a great job and made for easy conversation! Some of us were stupid and wore skinny jeans and boots but they had us covered with these disposable flip-flops! I was like wuuuuhhh? That's service! Overall, it was a wonderful experience and they seem pretty busy, so I would say making a reservation was a good choice. It's really close to my sisters house so I may be back for more in the near future!",review,2,ZW8jy6ehrNzn9A5iCubVGg
6148,NdHDqKjNyeocNRShjUPyZQ,0,2014-02-26,0,-OnjtnEWz_F9PuAk8buAkA,5,"On vacation and this place was across the street. The guy who helped me was very nice. He carried on conversation and reccommeded places I should try in the area while visiting. I wish I knew his name to put on here. He spoke english and lived in North Carolina at one time. Anway, prices were good and service",review,0,a8BYBH-KeCcOKfzyBkey6w
6150,NdHDqKjNyeocNRShjUPyZQ,0,2014-05-12,0,GPib-EtuAg_AULtiKSweOQ,5,"I have been going to Cali Nails for a few years now, I love them. I have asked for some over the top designs and they always come through. It is best to call ahead to make sure someone is available for what you need.. I typically get in and out very quickly if I call ahead. They are in a bit of a not so great area but they deal with it well. I love this Nail place they do a great job!!",review,0,BNEfGPVGsU4asgph0vrpVw
6152,NdHDqKjNyeocNRShjUPyZQ,0,2014-06-19,0,WOTfOIB6KObJooiD3JgGuA,5,I've been using this salon exclusively for the past six or seven years because of how Rose the owner and her staff treat me. I've never had to redo a single nail - and over the years I've tried everything! Don't let the poor reviewers stop you from visiting this shop. Just expect to wait because she's busy with repeat customers. And new ones.,review,0,SfOq7kTmpUJs5bqcrmapRw
6169,oSKT5oZX1NWYaHwOWL5lag,0,2009-12-08,0,3-NDpraThEj8mJpD4sCC0Q,5,"Hey Sushi Lovers, I'm pleased to announce an exclusive coupon from Ichiban Phoenix and Sushi Lovers Unite!.  For $9.99 plus tax, you can get miso soup, edamame, soda or beer, plus your choice of california or spicy tuna roll. This is an Early Dinner special, good Mondays through Thursdays from 4:30 p.m .  to 6:30 p.m. Coupon expires January 4, 2010 so hurry and enjoy some delicious sushi at a great price during this holiday season.",review,1,VPVHihYwrlvzx_o_gLtk5A
6181,oSKT5oZX1NWYaHwOWL5lag,0,2012-05-30,0,fPKTahRJ02R4IOn7KQkyQw,5,"Our neighborhood, locally-owned sushi place and NOT a chain (as someone suggested in another review). I had to weigh in because we have been going to Ichi Ban for 7 years and the owner, Seth, and his staff have been consistent, attentive and friendly. And the sushi is fresh, creative and tasty in my opinion. Order something off the ""specials"" menu posted on the wall and you can't go wrong with the spicy tuna. It also isn't as expensive as other sushi restaurants and there are other menu options for land lovers. Great sushi place for lunch or dinner and right on the light rail.",review,1,IJKdg7KSekmIm_6LJsfvUw
6184,oSKT5oZX1NWYaHwOWL5lag,0,2013-05-16,0,Q2AyQeMVxt0s_LWC_Y6Swg,5,"Loved this place! They had great sushi and amazing service. Although we didn't know it we came in close to closing time but never felt rushed. It wasn't until we started talking with the owner that we found out the closed 30 min ago! However, he took extra time just to talk with us about his sushi, business and Phoenix. Can't wait to go back and chat with Seth!",review,0,jjmVBDP7zHwysuYNVwavpw
6200,QAe9UHKsxPdXQovBpaznMQ,0,2013-06-17,0,W5SvbA_A0chZOjCJ5jbi9Q,5,"I have only eaten here physically at the location once. BUT I order catering for my office about once a week from this location. The couple that own the business are hard working nice folks, they always take my order via phone and are nice and responsive.

They are almost always a little (to a lot) early to deliver my sandwiches, but always include forks, places, lots of napkins, pickles and sauce. The coworkers that eat the sandwiches are always pleased with the product and I don't have anything but good things to say.",review,0,x5O9o6yikw8tO4bB7ziOgw
6262,q1nDSpmV-FdTBNj6UuZvTg,0,2011-03-27,0,vrAuoWzJ4PUy3VUbE36b8g,5,"Hands down the best ribs I've had in my life.  My first visit here was about a year ago.  Though I was a little afraid of the area and the sketchy look of the place I was taken by a good friend and my visiting father so I couldn't say no.  We all ordered sandwiches; I had the brisket and my father ordered a half order of ribs for us to share.  Now I have to say I'm not a BBQ person.  I'm not a fan of 99% of the sauce out there.  I reluctantly gave it a try and almost had to sit on my now saucy hands to keep from eating the whole plate.  The brisket was decent, but nothing compared to the ribs.  I've been here probably about 25 times since my first visit and now exclusively get ribs.  The sides in my opinion aren't really worth mentioning.  The coleslaw had as much black pepper in it as any other ingredient and the cowbro beans are kinda spicy.  The mac n cheese is good, not kraft or velveeta but not special.  The ribs are definitely the way to go for a happy full belly.",review,0,A8e50wVP7xcz1sWOE6gEbQ
6263,q1nDSpmV-FdTBNj6UuZvTg,0,2011-04-02,0,SyJ3TcaM1u5DD30I08mtPQ,5,Best BBQ sandwiches in Phoenix.  The BBQ sauce is amazing.  I generally get the chicken sandwiches but my friends all swear by the pork.,review,1,pQaDUhthdkcy98SvlSeU1Q
6282,q1nDSpmV-FdTBNj6UuZvTg,0,2011-11-19,0,Q5giTlm6c6yiWbTsP9MUmg,5,"The best in Phoenix !!

SImply the Best BBQ anywhere!!!!!!",review,0,QY09z2M_tno4Xa1rnPa9iQ
6288,q1nDSpmV-FdTBNj6UuZvTg,0,2012-01-16,0,ce70vA8PLPx9QrNOtax7EA,5,"We're from the San Francisco Bay Area visiting the Phoenix area.
One of our regular stops is to the Honey Bear BBQ (done this for years).....and it's always the same: great tasting BBQ and friendly service.  We now have all of our friends come here on their visits to Phoenix and they share the same sentiments.",review,0,ac_bHapmfUrVZj9j0ZDX7A
6292,q1nDSpmV-FdTBNj6UuZvTg,0,2012-03-17,0,ap7Xkt4lX04_1gnwwsF-Ug,5,"This place is da bomb!  This is my go to place whenever I'm in Phoenix.  Great food, great prices, great staff.  And the portions are huge so you'll never leave here hungry.  I've had the ribs, beans, sweet potato fries, and sweet potato pie and they are all great.  Now they just need to open a location in Los Angeles...",review,0,Nli5aZg522P7nnlhUM5x-w
6323,q1nDSpmV-FdTBNj6UuZvTg,2,2013-06-23,0,ZMzNhnlBdgPa_Sx4sfBSzg,5,"Excellent BBQ at excellent prices. Been driving passed this for months and finally stopped in with my girl and some friends. The pulled pork sandwich was about the best I've had in Phoenix. The sauce is good with a bit of spice. Clean environment, if not a little older. Definitely recommend.",review,3,2L4sTgOqCgh8HB0Aljf2yg
6324,q1nDSpmV-FdTBNj6UuZvTg,0,2013-07-03,0,774aOYRI5D76wjFVrkEJDA,5,"I can't believe that there are ANY negative reviews of Honey Bear's!  I've been a customer for decades, having started when the owners and founders were smoking meat in a converted 50-gal. drum outside the original East Phoenix location.

I now frequent the Central Ave. location and the food is still as good as it's always been.  

If all that matters to you is ambiance, this is probably not the place for you. Honey Bear's is all about the food.

Someone complained that the pork was too soggy.  Another that the pork was too dry.  HOW can it be both??  The pulled pork IS ""soggy"" because it's JUICY!  Honey Bear's pulled pork is to DIE for!

Someone actually dissed the barbecue sauce!  I've been hitting barbecue joints from the Mississippi to all points west, and HB's sauce is hands-down the best I've ever found.  

The only complaint I have is that when I tried to order the baby back ribs (the best thing that has ever been in my mouth), I was told that they are no longer carrying them but are now offering spare ribs.  So, I tried the spare ribs and, while they are good, they just don't compare to the baby backs.

I had never tasted ""collard greens"", so I decided to try them.  Now I'm hooked.  Since I liked them so much at HB's, I ordered them when I went to Notorious P.I.G., another barbecue restaurant. I had to throw those away...they were loaded with vinegar.

I will continue to buy the mouth watering pulled pork, pulled chicken, and collard greens from Honey Bear's even though I now live miles away (and right between two other BBQ restaurants).  And, for other HB's fans, ""Deal Chicken"" frequently offers coupons for Honey Bear's which cost $15 for $30 worth of food.  Beat THAT!",review,2,kLb4zT15uKva0WF9wfzDng
6335,q1nDSpmV-FdTBNj6UuZvTg,0,2013-09-24,0,39WIY7-tN271TRDVt2vq1A,5,"Great BBQ, Sauce is great, Cole slaw is good, no complaints for me. It's a BBQ shack, so anybody expecting frills will be greatly disappointed. It's all about the food and that is great.",review,0,_-Cpw9hiKyO-cJydjH9b2g
6362,q1nDSpmV-FdTBNj6UuZvTg,0,2014-04-10,0,YCG0XCGvhJNf9KfZjxubOg,5,"Good bbq and simple clean restaurant. The staffs is helpful and friendly I will definitely be back. Loved the pork ribs,,, sweet potato tater tots..and slaw",review,1,OvSy-xQAwElcYH6a2jOI7g
6368,q1nDSpmV-FdTBNj6UuZvTg,0,2014-05-01,0,ZK3uj0E4xo1_9Gyl-p4C5Q,5,Cannot find better BBQ.,review,0,0Ed89HpUkCP-MLRaK0OQEA
6378,muCl5p-9ut1sY0aKeUeRhw,0,2006-11-30,0,x5JjAnDqb5So8_qPdSbyfQ,5,"LOVED LOVED LOVE THIS PLACE!  It's kind of like a cafe style restaurant with a glass cheese display.  The owner is a humble Republican State Senator...after a few glasses of wine he probably gets cornered quite a bit.  

Anyway...I was on a date.  This is a GREAT date place.  We ordered pairings of cheeses and wines that are already selected for you.  We each got our own tastes (3 each).  We shared each other's cheese and wine.  The service is so so, but nothing to complain about really.  After our cheese tasting I ordered the salmon.  It was cooked very well with fresh vegetables.

Great place...and I look forward to my next visit in Phoenix to come back here.",review,1,HzOXWuppsLyjy2iXEuXjRQ
6381,muCl5p-9ut1sY0aKeUeRhw,1,2007-03-09,0,06pFWB1QthqBFCCUoqQ-Qg,5,"Out of all the wine bars I've been to in the Phoenix area (not counting Divine Wine in Mesa), this is my favorite! Hands down. The people are friendly, the room is spacious, the wine selection is supple & the atmosphere is cozy. 

The last time I went was after dinner at Panino on Central. My date and I went into the wine bar to sample a selection. He chose his with cheese. I did not. My wine was incredible. We were able to relax on the couch, continue our conversation while having amazing wine at our fingertips. I was giddy with pleasure. 

To top it off, the bathroom is unisex... and sneaky. Behind a wall without a handle, you almost have to tipsily stumble into it to find your way. While waiting for an open room (there are two private bathrooms once you're inside), a couple men profusely apologized. Evidently, they thought they were in the wrong bathroom. Little did they know. 

I would go back here in a heartbeat. In fact, I've been thinking of going soon - it's a perfect place for a date, since there's plenty of room to sit and an atmosphere conducive to conversation. 

Forget Kaz. Try Cheuvoront instead.",review,2,APLIPfq1Rf8QyhHHk2uAyA
6405,muCl5p-9ut1sY0aKeUeRhw,1,2009-01-02,0,r5vfUudyt5omm_R-geIjYg,5,"I take my wife here all the time.  It's a great date place.  The food is always good and the staff is always knowledgeable of the wines and paring them with foods.  We haven't had a bad glass or bottle yet.  My wife likes to order their Cherry Lemon Drop Martini and I have to admit I enjoy it too.

The food is always prepared with care and I've always enjoyed a cheese plate or a Flight of wines with their recommended cheese pairings.

I would like to extend my kudos to Barry.  He is the reason I kept returning as he has what it takes to take the front of the house experience to the next level.",review,2,k7gP5z86RNFQuYAOTDAjXg
6414,muCl5p-9ut1sY0aKeUeRhw,1,2009-02-28,0,6KG1IiIOVxgEal8s-bXmZw,5,"Amazing. 
a. If you impress me with a chicken breast you are doing a DAMN good job. 
b. Spanish plate with Manchego, Serrano, date-bread and all types of other goodness = epic.
c Basil and gin martini, wtf so odd but awesome... and i hate gin!
http://www.yelp.com/biz_photos/hU6sN5r6vayqm_RMgvPGOQ?select=1641PJE2BHJbwTD1t6z2PA
d. Todd and the nice manager lady, both good peoples. 
c. Did i mention AMAZING chicken breast, yes i am actually raving about CHICKEN... granted chicken with lemon piccata, capers, arugula, and home made 'gnocchi' which were more like a pretzel bread than a gnocchi but none the less amazing.
d. OH and pumpkin bread pudding... wow.. effing wow. 

Go for the page-long cheese menu and affordable yet varied wine selection.  I can not believe this place has been here for five years and i just now visited it. The Spanish plate, two cocktails, two glasses of wine, two entrees and a desert was only a bill... cant get that in LA.",review,2,nl4s4jCbuLTl2hL2dL1sKg
6421,muCl5p-9ut1sY0aKeUeRhw,0,2009-04-09,0,xWK3gR7h5FOKmtAHIXDFxg,5,"I tried a wine tasting a loved everything about the place; atmosphere, service, and wine and food were excellent. 

Highly recommend it!",review,2,VW7Fc5rqe7XjJdHOzMPo5A
6426,muCl5p-9ut1sY0aKeUeRhw,2,2009-05-25,0,9JjnJbVkJKg0qN4C4Fw1_Q,5,"I have to give this place 5-stars. The cheese plates are small and everything is a bit pricey, but I feel it's well worth it. Windows surround the building to the east and north. You can gaze out on Central Avenue and watch passers-by, cars and the light rail. The area suggests Phoenix is coming of age into a more distinctive urban area, rather than its notorious sprawling suburban-esque cityscape. It's in a gentrifying neighborhood that's quickly becoming a more artistic, upscale part of town. They have a lengthy wine and cheese list, the latter offering suggested wine pairings (if you're embarrassed to ask the server.) However, some pairings not suggested may surprise you. The last time I went I was a bit disappointed that my favorite wine they sell (Duck Pond) is only available by the bottle. The cheeses are good, though I've learned from experience to try a small taste of some before taking a larger bite, and I haven't heard of most of them before going here. I enjoy the Nearly Naked Theatre company, which performs at the neighboring Phoenix Art Museum, and always stop in here for a bit of wine and cheese prior to showtime.",review,3,9mjItdXixKECanLV6RBIrw
6429,muCl5p-9ut1sY0aKeUeRhw,1,2009-06-02,0,EXPAK3wp_xIxjdueMRx3Zw,5,"If I keep having flashbacks about my lovely dinner here last night, then it must be worthy of 5 stars. 

Husband and I went here for a late dinner last night on our anniverary-eve. It was a Monday, and there were only two other couples there, so it was nice and quiet. The ambience is relaxed and warm, and our server was attentive and informative, but not smothering.

We started with a three-cheese plate. They have a long list of cheese varieties from which to choose. We got the Truffle Tremor (goat), Abbaye (Sheep) and Three Sisters of Serena (cow). It comes with baguette slices, pear slices, strawberries, grapes, dried cranberries, almonds, and a delicious candied-syruppy-dried-fruit-and-nut combination.

I ordered the duck for my entree, and it was superb. The duck breast was excellent, but the best part was the blue-cheese-potato croquette and the diced mango and poblano relish. I could have licked my plate. 

We were too full for dessert, but they looked great.

I loved that you can order half-glasses of wine. It gave me a chance to taste a couple of different kinds without a)breaking the bank, and b)getting so sloshed that I couldn't drive home.

I enjoyed everything about my experience here. The only drawback to the entire meal was that the server told us that the mac-and-cheese plate was big enough for a meal, but when it came, it was actually pretty small (perfect size for a starter). Husband insisted that it was just enough, but I would have preferred he have a bigger main course. But I digress.

Expect to pay upwards of $50/person if you go all out and order wine, starters, and entrees, but this could easily be an affordable dinner at happy hour or if you just get a few starter plates to share. The portions are adequate, but not really big enough to take home leftovers.

I can't wait to go back to sample some more wine and cheese!",review,3,HvaVgP0S0dFaCbBDIQIkag
6430,muCl5p-9ut1sY0aKeUeRhw,1,2009-06-14,0,BXGYVwYqPKCuKknead4xXw,5,"Had brunch here this morning (Sunday), and there was exactly one other table of diners there the whole time we were there. I don't understand why this place was so empty when Matt's Big Breakfast has lines out the door. Oh well, better for me. 

Once again, Cheuvront did not disappoint. The blueberry muffins that come to the table, piping hot, were lovely. I ordered the Eggs Benedict Cheuvront, which consists of lightly poached eggs, black forest ham, and a delicious poblano hollandaise over a toasted baguette. The potatoes on the side were spiked with rosemary and so tasty dragged through the hollandaise (but then, what isn't?).

My friends ordered the egg white omelet and the fritatta, and both cleaned their plates.",review,4,HvaVgP0S0dFaCbBDIQIkag
6433,muCl5p-9ut1sY0aKeUeRhw,1,2009-08-18,0,JTmYKYevaD-HANlFp8PByw,5,"I really love Cheuvront's.  I think it's really underrated.    I've never had a bad food, beverage or service experience, and I've been many, many times.

One of the things I love to do at Cheuvront's is the tastings.   Wine tastings, cheese classes, beer tastings... it's all yummy, PLUS super-fun, and very informative too.

Cheuvronts has been through a couple of different chefs, but the food is always consistently made from ultra fresh, premium ingredients.  My favorites include just about any salad on the menu, and the salmon, mmmm.    

The cheese selection is, bar none, the best in Phoenix metro.   I didn't say it was the cheapest; but it is definitely the best selection of some of the most fantastic cheeses I've ever had. 

I highly recommend going to a cheese class to learn more about cheeses!   Ken Cheuvront is extremely knowledgeable and has travelled to most of the places where the cheese is made and has personally met most of the cheese makers.   So that makes for some great stories which make you appreciate the cheese even more.

There are great happy hour deals on both food (starters) and beverages, and on Sundays and Mondays the happy hour prices go ALL DAY.   Unbelievable deal! 

(Btw:  I don't understand what this means from other reviews: ""it wants to be more hip than it really is""?  Huh?   I think the decor is great - cool, breezy, comfortable.   Is it hip?  I dunno.   And I sure don't know what ""trying to be hip"" looks like.)   It does have ""unisex"" bathrooms, which, personally I don't care for... since that means they smell like a men's room... but I'm told my nose is hypersensitive.  : )",review,3,pk4y8PJdccJysYBpBA-gcg
6445,muCl5p-9ut1sY0aKeUeRhw,1,2009-12-27,0,uk8dcTmjV0TbGyzXZ9onYQ,5,"Scale of 1-10 (multiple visits):
9 Food
10 Service
10 Atmosphere
7 Value

I'm upgrading this to a 5-star, along with boosts to Service and Value.  Jeff is great behind the bar; he offered me a sample of a new wine he thought was great (Titus) which was indeed great - in the end that's the glass I got.  Value also got an add because of the happy hour menu.  Basically non-happy hour I'd give Cheuvront 4-stars, but on HH it's a 5!",review,2,eBwBjylS66qPcHs2_ajLag
6446,muCl5p-9ut1sY0aKeUeRhw,0,2010-02-07,0,I_D-Ga-hkokQlqvW7uHjOg,5,"Life is good when a place as amazing as this is right off the light rail line that you can walk to from your house (and I can). I have been meaning to go for ages and finally a group of friends wanted to go out of dinner, two of them which now live downtown, and I recommended Cheuvront. A half hour ride from the Mill Avenue stop and I was there. 

A bit chilly to sit outside but looks like excellent outdoor seating. The seating is well spaced with wine storage along the back wall and a well stocked bar in the middle (God and I both love a well-stocked bar, or at least I always say ""Thank God, they have a bar). The wait staff was cordial without being too personal (I look at dining as I'm out to eat dinner with friends, not really out to make new friends, at least until I have a few drinks but that is whole different situation....ahem). 

I started out the evening with a basic mojito made with 10 cane rum. A little too much sugar syrup for my taste and could use more lime but wow, served in a full size glass and a kick like a mule. One of my fellow diners had the white sangria with fresh basil and wow, that was a keeper. I'm definitely having that next time. 

They have a huge selection of cheeses from around the world and we ordered the three cheese appetizer plate (the waiter asked if I wanted to pick but was happy to pick a selection for us, and I love to delegate) and the pork empanadas with orange marmalade. The cheese was good and I noticed they also have another book where you can order wine and they just pair it with cheese, how cool! The empanadas, to die for, I will order that again, ideally along with that sangria with fresh basil. 

Dinner was the duck breast rubbed with coffee and ancho chili pepper and served on top of I don't know what but it had a crispy grilled crust on the outside and it was nice and cheesy (seemed like some sort of rice and cheese mix) on the inside, and it was wonderfully presented. I actually had the recommended wine pairing and wow, it went so well together. A rich red wine that offset the spice rub on the duck breast perfectly. 

We ended the evening with coffee and desert. The coffee was okay but they should consider serving coffee roasted at the Cartel coffee lab in Tempe (which I love) as the coffee here was just...coffee...which was a shame when the rest of the meal was so great. Ideally they should bring everyone an individual french press so they can let the coffee get as strong as they like to drink it. I would also recommend a thicker cream, even whipping cream (unwhipped) since it provides that sense of luxury that goes well with this place (I had that at Mucho-Gusto and became an instant fan). 

For those of the more intellectual persuasion, I noticed this place is in walking distance of the main Phoenix library. So you can go pick out a good book on a lazy Sunday and then walk over to Cheuvront for some wine and cheese and feel like the perfect elitist, before you ride the light rail home (okay, this is my ideal lazy Sunday and I've always dreamed of being just a little bit of an elitist - I'm not perfect).",review,1,aIAjAU-6NH583EkQ6E9KRw
6449,muCl5p-9ut1sY0aKeUeRhw,0,2010-03-20,0,jXtqUUQTZvQmxJGzlrjsCQ,5,So great! I was there for an event last week and we had a blast. The event was handles perfectly! Can't wait to go back!,review,0,LwbCh2rhnfaFOhzw7gE1TA
6453,muCl5p-9ut1sY0aKeUeRhw,0,2010-05-24,0,tMFSUC5ljUYJQynPHCF1bw,5,I took my gf here before a Suns game. The server was very knowledgeable.  The cheese plate was great but a bit pricey.  Some salad w/ fruit and boiled chicken was tasty according to the princess. Bleu cheese mac n cheese was amazing. Go eat here tonight.,review,2,mzfFBcA_qvCRLpZHAmF3gA
6454,muCl5p-9ut1sY0aKeUeRhw,1,2010-05-29,0,AmV43Ex01oVaVYyGvO6K4Q,5,"This is a great place to ""wine"" down after a long week.  For what I have seen - they have the best cheese list in town.  The service is always great and the food is consistently good to great.  Also - who can beat a variety of mac and cheeses.  Last night we had the pancetta and onion - this is probably been my favorite.  I would totally recommend this place for a night where you just want to relax!",review,0,oMDSmhe72hjxoR3EAj6sXQ
6486,muCl5p-9ut1sY0aKeUeRhw,0,2011-01-27,0,7nn2qdNgHTOiW4CxgB3POA,5,"Pricey but so worth it.  Asked our waiter for cheese suggestions and they always hit a homerun. The wines are always good, service is great and food is incredible.",review,1,u_5vw3B7boy7FVWtwA_ifA
6488,muCl5p-9ut1sY0aKeUeRhw,0,2011-02-17,0,OyCv6W1ycl0XE_Y3vLKDHg,5,"My wife and I ate here prior to an event downtown. Metro light rail is conveniently right outside and an easy trip down to US Airways Center. We had a truffle tremor goat cheese plate with the Brancott Pinot Noir for an appetizer along with the poached pear appetizer. This was fantastic! Highly recommended. I think we'll be buying some if we can't find them for home use. I had the fillet mignon with the suggested cab sav and she had the Parmesan encrusted chicken with the suggested Pinot Gris. Both entrees were delicious. $87 before tip for 2 apps, 2 entrees and 3 glasses of wine. Portion sizes were on the small side, but we still left full.  We may be back for desert after the show! We'll definitely will be back for our next downtown event!",review,1,p4biT34WoS6rSnP28GdxwA
6493,muCl5p-9ut1sY0aKeUeRhw,0,2011-03-30,0,l3kvey7YhG0I1CfXJ2XDSQ,5,"I love this place!  They have an incredible selection of cheeses and if you are unsure which one to get, just ask Jeff (the bartender) for a recommendation or a sample.  Some of the cheeses I have discovered in Europe and thought I could never find here, are in their case.

Very good beer, wine and drinks and you can't beat their happy hour deals.  The wait staff provide good service and are friendly.  The perfect place to unwind after work, spoil a staff member or have a memorable meal.",review,1,7_ZhEUnA-ymFeBObvs40Fw
6507,muCl5p-9ut1sY0aKeUeRhw,0,2011-06-02,0,-Na0WrxZd9PFjtG1z2UNPQ,5,"The BEST macaroni and cheese anywhere. It doesn't seem possible that a classy upscale place like this with a fabulous wine and cheese list would have incredible macaroni and cheese. Ken knows what he is doing here and even though the food is every bit as good as the food I have had in Paris, his desserts will cause you to give in and forget about your diet for the day.
Ask your server which cheeses are at their best and simply have a glass of wine to go with it if you like.
If you order coffee it may take a bit as they always make it fresh when I am there.
Worth the drive, wait or ruining your diet for.",review,0,CcdJ_VhU_zqe2fL7G3eXug
6508,muCl5p-9ut1sY0aKeUeRhw,0,2011-06-03,0,LCZhtWOIFP8y-Pa4YRSfLw,5,"My 2011 New Years Resolution was to find the very best mac n' cheese in the Valley.  So far, Cheuvront's is in the lead.  They have 6 varieties, and a wonderful trio option that lets you sample.  Adored the blue cheese, but I think the traditional was reallly the best.  Amazing play on flavors.  

Loved watching the light rail go by, and enjoyed the quiet atmosphere.  Thinking I need to take my dog for patio dining next time.",review,2,w_birax6_q6jX2E_3ry85g
6511,muCl5p-9ut1sY0aKeUeRhw,0,2011-07-05,0,ngFy2ndGY6MISWKPNnIi6w,5,"We went to Cheuvront for the first time this past Saturday and had a perfect dining experience.  The staff was super welcoming, the food that we ordered couldn't get any better and the wine was superb.  I tried two different wines and enjoyed them both - our server (Chris, I believe) was very knowledgeable and eager to answer my questions on the wine selections.  Will be back very soon!  Good job, Cheuvront!",review,0,TIZvHaRMMph2udRx3yJ5dw
6517,muCl5p-9ut1sY0aKeUeRhw,0,2011-07-30,0,WG4sjoO3kT7DvCZQ9lIFjg,5,"I work in central Phoenix and have heard good things about the restaurant. Finally got there for lunch with a friend and we both found the menu to have many items that we would love to try. I decided to have the tuna steak sandwich. It was served open faced and seared which is perfect.  Was seasoned deliciously and accompanied by a fresh side salad.  We had a friendly server, Meggie who was polite enough to write down the name of wine we tasted.  I will be back...soon.",review,2,LZrS2Uwzjo5E_qAm-P6TlQ
6530,muCl5p-9ut1sY0aKeUeRhw,0,2011-12-30,0,3CeAHoLnPqcp_RHL3zHEyQ,5,"I can't really think of a metaphor that will really describe this place. My heart is really overwhelmed by the great service that I just had. This restaurant has a lot to offer, whether celebrating an event or not. They have a wide selection of wine and cheese and a unique and eclectic menu. They are here to delight all sorts of palate!",review,0,u4MQp3zX9RolLtNnp9FxoA
6531,muCl5p-9ut1sY0aKeUeRhw,1,2012-01-06,0,B9DUf6aLhKBDFyoCFHxBOA,5,"So. Good.

My BFF & I go here frequently. The patio is great when the weather suits, and the inside tables are great when it doesnt.

Their happy hour menu is awesome. Select dishes/ drinks for $5 a piece. 

I havent had a bad item here. From the flatbreads to the bruschetta (the fig and brie is my fave), to the vodka scallops (served in a martini glass) and cheese plates. And oh the cheese, the cheese!

Oh and did I mention their mac and cheese menu? Cuz its bomb. Even reheated, bomb.

Weve never had a bad server here. Even though their attire suggests otherwise, theyre very casual and oh so very nice.

Go here.",review,1,X5GbNXY_nNoa_vTZDD0aCA
6532,muCl5p-9ut1sY0aKeUeRhw,0,2012-01-26,0,KIYthC_7hgY4taycMqiY5w,5,"Wild red flight with cheese!  Try it. Helpful staff, very friendly, especially Todd and Drew.",review,1,jd_A8MB3M33Xy9Dd7UJ7_Q
6542,muCl5p-9ut1sY0aKeUeRhw,0,2012-07-01,0,b3jA7UPStKtyynJWCPl1Hg,5,"Another fun wine tasting in the books! The fella that hosted the Arizona Strongold wine tasting was awesome and we want to thank Todd for selecting some fantastic cheeses for us. The tapas plate was pork belly and blue cheese stuffed dates....incredible!  If you haven't tried a wine tasting here yet, put it n your to do list!",review,1,AuQ28IMcqAloDmlFI7CKoA
6548,muCl5p-9ut1sY0aKeUeRhw,0,2012-09-23,0,TzZehIxGgGGvCKD4iJR4Rw,5,"The service was great and we were their during first Fridays! I love the wine selection
and the food was wonderful , I love the cheese plates and the salmon salad was to die for.The bread pudding was also very good. I have been to some of their wine tastings and for the price it is a great deal! If your going to one of the sporting events downtown
I would definitly recommend Cheuvronts!",review,0,0RL41dPD6mJMGdqUIA4loA
6551,muCl5p-9ut1sY0aKeUeRhw,1,2012-11-13,0,OejNGmkGkbedR40SqEMjzg,5,"$5 martinis and $5 manicures on Mondays!!!

The manicurist teaches at a school, so - needless to say - the manicure was great.

The drinks were good.  The bartender stayed on top of us, but also out of our way.  

The atmosphere is just lovely - chill/quiet - and the staff (including the perfectly charming (and handsome!) Owner) were really pleasant to be around.

I think Cheuvront may be losing some of its steam to the newer restaurants downtown and, granted, I've yet to try this out for dinner and wine, but it's really a very lovely place and I'd really like to see this neighborhood staple thrive!",review,1,nxVAs0ivaOgupWvj9wJDOw
6552,muCl5p-9ut1sY0aKeUeRhw,0,2012-11-17,0,RxA1pQhZ-ca7oFjOwL5AUg,5,Fave date spot.  Food is always great.  Love the wine and cheese selection.,review,0,hTwheafW_kAvf-33U2Tr8Q
